epoch,train_loss,lr,parameters,epoch_seconds,peak_memory_mb,val_dice_mean,val_avd_mean,val_hd95_mean
1,0.6812672743884226,4.1666666666666665e-05,12964114,27.01490807533264,1113.7138671875,,,
2,0.5676050911036631,6.25e-05,12964114,27.37928342819214,1113.7138671875,,,
3,0.4260308508140345,8.333333333333333e-05,12964114,26.73155426979065,1113.7138671875,,,
4,0.37669841192352277,0.00010416666666666667,12964114,27.332139253616333,1113.7138671875,,,
5,0.3516438976706316,0.000125,12964114,27.070673942565918,1113.7138671875,0.34500764377723114,446.7677301515096,102.00401687622067
6,0.33278631360735744,0.00014583333333333335,12964114,26.8705997467041,1165.29150390625,,,
7,0.3231886103749275,0.00016666666666666666,12964114,26.926629304885864,1165.29150390625,,,
8,0.3139869065877671,0.0001875,12964114,26.729369640350342,1166.16650390625,,,
9,0.3001052849770834,0.00020833333333333335,12964114,26.69685935974121,1165.29150390625,,,
10,0.3023139910850053,0.00022916666666666666,12964114,27.279988527297974,1166.16650390625,0.5943284582632935,99.33724188705422,83.61254696846008
11,0.28884357120598575,0.00025,12964114,27.19616150856018,1165.46337890625,,,
12,0.28861722668322426,0.00025,12964114,26.670910120010376,1165.46337890625,,,
13,0.2799338458183532,0.00024998911020905135,12964114,26.926119089126587,1165.46337890625,,,
14,0.2794337841138865,0.00024995644273360614,12964114,27.344868421554565,1165.46337890625,,,
15,0.2734446451455976,0.000249902003265536,12964114,27.06657099723816,1165.46337890625,0.7284304472779306,41.407770766499766,52.764566004276276
16,0.26794867869466543,0.0002498258012901917,12964114,27.281244039535522,1164.00244140625,,,
17,0.2707465966620172,0.0002497278500847507,12964114,26.87464714050293,1162.10400390625,,,
18,0.2613683072074006,0.00024960816671590325,12964114,27.07554268836975,1162.10400390625,,,
19,0.261635326120692,0.0002494667720368793,12964114,26.83070993423462,1162.10400390625,,,
20,0.26173736232643324,0.0002493036906838148,12964114,27.009034156799316,1162.10400390625,0.7333743056166986,39.557649544268756,55.24734045267107
21,0.2586258538843443,0.00024911895107145916,12964114,26.89355754852295,1166.57275390625,,,
22,0.2529776055881311,0.0002489125853882246,12964114,27.01113247871399,1166.51806640625,,,
23,0.25139934693773586,0.0002486846295905774,12964114,27.05234956741333,1165.43994140625,,,
24,0.25026824070486015,0.0002484351233967734,12964114,27.30075764656067,1165.43994140625,,,
25,0.24660549289546907,0.0002481641102799372,12964114,26.696390867233276,1165.43994140625,0.795478839533766,21.45563118865322,26.721535792946806
26,0.2500859044957906,0.00024787163746048776,12964114,27.333162546157837,1164.98681640625,,,
27,0.24497292206312218,0.00024755775589791086,12964114,27.185637712478638,1166.56494140625,,,
28,0.24814203082739064,0.0002472225202818801,12964114,26.604684352874756,1165.39306640625,,,
29,0.24196767896258584,0.00024686598902272795,12964114,27.202699661254883,1165.39306640625,,,
30,0.23732065095100552,0.00024648822424126846,12964114,27.244502067565918,1165.39306640625,0.7916179081619577,23.176717507826254,29.143284901976585
31,0.2384133515174333,0.0002460892917579736,12964114,27.125534296035767,1165.97119140625,,,
32,0.23954931211968264,0.00024566926108150484,12964114,27.218475103378296,1166.28369140625,,,
33,0.23376188384524235,0.0002452282053966024,12964114,26.77959418296814,1166.28369140625,,,
34,0.23713975741217533,0.0002447662015513335,12964114,26.613380432128906,1166.28369140625,,,
35,0.24157655398206165,0.0002442833300437029,12964114,27.074033498764038,1166.28369140625,0.8029291828789539,20.176548890511793,10.865285456180573
36,0.22998490034755775,0.00024377967500762687,12964114,27.051172733306885,1163.38525390625,,,
37,0.23065599764231592,0.00024325532419827435,12964114,26.846368074417114,1163.78369140625,,,
38,0.23872496164403856,0.00024271036897677645,12964114,27.469404697418213,1163.29931640625,,,
39,0.22935606574174017,0.00024214490429430818,12964114,27.40548872947693,1163.78369140625,,,
40,0.22863229371917745,0.00024155902867554447,12964114,27.053359985351562,1163.29931640625,0.808942236860971,19.014606546855216,12.29359965622425
41,0.23262041357035437,0.0002409528442014935,12964114,27.15209412574768,1164.46337890625,,,
42,0.23400450187424818,0.00024032645649171036,12964114,27.209750652313232,1164.46337890625,,,
43,0.22802245353038111,0.00023967997468589454,12964114,27.32416343688965,1164.46337890625,,,
44,0.22581306736295423,0.00023901351142487348,12964114,27.09579062461853,1164.46337890625,,,
45,0.2178909470094368,0.0002383271828309766,12964114,27.25434374809265,1164.46337890625,0.8123232488765136,18.42277581129284,9.873578146100044
46,0.22545426715320596,0.00023762110848780238,12964114,27.066209077835083,1164.23681640625,,,
47,0.22382606054943893,0.00023689541141938282,12964114,27.162293672561646,1164.43994140625,,,
48,0.2244702504057797,0.00023615021806874765,12964114,27.199451208114624,1164.43994140625,,,
49,0.21906421430564174,0.00023538565827589385,12964114,26.923123359680176,1164.23681640625,,,
50,0.2219694902499517,0.00023460186525516236,12964114,27.27372932434082,1164.23681640625,0.8142151027203477,17.618054732866856,9.72387365996837
51,0.22002132947091013,0.00023379897557202745,12964114,26.846134185791016,1165.74462890625,,,
52,0.21850782368953028,0.00023297712911930202,12964114,27.008183002471924,1165.74462890625,,,
53,0.21832012307519713,0.0002321364690927631,12964114,26.932302236557007,1165.74462890625,,,
54,0.22306568870165697,0.0002312771419662018,12964114,27.17161512374878,1165.74462890625,,,
55,0.2212503532646224,0.00023039929746590233,12964114,27.29831290245056,1165.74462890625,0.8146406008419246,17.330865497731665,9.283057495951653
56,0.2201635162346065,0.00022950308854455427,12964114,27.14586639404297,1168.86181640625,,,
57,0.21682643009504923,0.00022858867135460234,12964114,26.805172443389893,1166.36962890625,,,
58,0.2174589488810549,0.00022765620522103918,12964114,27.029387950897217,1168.86181640625,,,
59,0.21874331891069834,0.000226705852613645,12964114,26.92402195930481,1166.55712890625,,,
60,0.21300640461655954,0.00022573777911867937,12964114,26.927879571914673,1168.86181640625,0.8153933620059324,17.34028133607455,9.866505548357964
61,0.21864431774398932,0.00022475215341002998,12964114,27.308303356170654,1167.65869140625,,,
62,0.21420086497285715,0.00022374914721982352,12964114,26.832759380340576,1167.37744140625,,,
63,0.21406011492945254,0.00022272893530850374,12964114,26.96593928337097,1166.53369140625,,,
64,0.21524492259292552,0.00022169169543438165,12964114,27.13369846343994,1166.90087890625,,,
65,0.21362890912375102,0.00022063760832266352,12964114,27.07858967781067,1166.18994140625,0.8142127500745788,17.557009551169017,9.30656324326992
66,0.21378118467206755,0.000219566857633962,12964114,26.719143629074097,1165.16650390625,,,
67,0.21350149448484415,0.00021847962993229556,12964114,26.986241817474365,1165.11962890625,,,
68,0.2112124456713597,0.00021737611465258238,12964114,26.79202651977539,1165.16650390625,,,
69,0.2102083658489088,0.00021625650406763375,12964114,27.001991271972656,1165.11962890625,,,
70,0.20945703641821942,0.00021512099325465313,12964114,26.85352325439453,1165.11962890625,0.8184682739525315,16.342496637520224,8.749467507004738
71,0.2073643209102253,0.0002139697800612464,12964114,26.816068410873413,1164.18994140625,,,
72,0.2147679830280443,0.0002128030650709498,12964114,26.984740018844604,1164.18994140625,,,
73,0.21133890281146875,0.00021162105156828087,12964114,27.01530170440674,1164.18994140625,,,
74,0.20966953066332886,0.00021042394550331857,12964114,26.7960205078125,1164.18994140625,,,
75,0.2101017162979891,0.00020921195545581966,12964114,27.03978729248047,1164.18994140625,0.8150241144141155,17.363441486794976,11.897203668951988
76,0.20645550979922214,0.00020798529259887606,12964114,26.88572859764099,1166.22119140625,,,
77,0.20992662043621144,0.00020674417066212104,12964114,27.09920620918274,1165.67431640625,,,
78,0.2093300879544889,0.00020548880589448944,12964114,27.093338012695312,1165.93994140625,,,
79,0.20823135234725973,0.00020421941702653953,12964114,27.18103051185608,1165.93994140625,,,
80,0.21131460733401278,0.0002029362252323417,12964114,27.037105798721313,1165.93994140625,0.8160838070905031,17.208788541974982,8.842158481478691
81,0.20881015376653522,0.00020163945409094213,12964114,26.949411869049072,1165.95556640625,,,
82,0.206185660497638,0.00020032932954740706,12964114,26.73866844177246,1165.97900390625,,,
83,0.20889482627778003,0.0001990060798734548,12964114,26.944748163223267,1165.79150390625,,,
84,0.21054176373096803,0.0001976699356276825,12964114,26.89619541168213,1165.79150390625,,,
85,0.20991136378142983,0.00019632112961539438,12964114,27.105100393295288,1165.79150390625,0.8140850110299671,17.59772407336183,8.311774611473083
86,0.20219681221836558,0.00019495989684803852,12964114,26.86240267753601,1165.64306640625,,,
87,0.20383535387615362,0.00019358647450225925,12964114,27.116992235183716,1164.30712890625,,,
88,0.2083871126330147,0.00019220110187857217,12964114,26.699442863464355,1165.95556640625,,,
89,0.20525537341988334,0.00019080402035966947,12964114,26.708943605422974,1165.72119140625,,,
90,0.2037597329358208,0.000189395473368362,12964114,26.8699369430542,1167.33056640625,0.8185929169215392,16.351731655152186,8.210637658834457
91,0.20738208158096919,0.0001879757063251662,12964114,26.876025915145874,1166.51806640625,,,
92,0.2066570685322707,0.00018654496660554275,12964114,27.12978172302246,1167.32275390625,,,
93,0.20631806151673937,0.00018510350349679492,12964114,26.696917057037354,1167.32275390625,,,
94,0.1997062994244819,0.0001836515681546333,12964114,26.875019073486328,1167.32275390625,,,
95,0.20310764495904246,0.0001821894135594154,12964114,27.105308055877686,1167.32275390625,0.8163007162144771,17.03760827810236,8.843667334318141
96,0.20120789269761494,0.0001807172944720673,12964114,26.8610098361969,1166.26806640625,,,
97,0.2005447296736141,0.00017923546738969476,12964114,26.610225439071655,1166.26806640625,,,
98,0.20408688489502916,0.0001777441905008922,12964114,27.01662516593933,1166.26806640625,,,
99,0.2020830773593237,0.00017624372364075672,12964114,27.122822046279907,1166.26806640625,,,
100,0.20245122618507594,0.0001747343282456151,12964114,27.136881351470947,1166.26806640625,0.8101266461047776,18.661079007515895,9.969837930798924
101,0.20813774787044773,0.00017321626730747245,12964114,26.86457133293152,1164.68212890625,,,
102,0.20069075449525067,0.00017168980532818894,12964114,26.608275651931763,1164.68212890625,,,
103,0.20068462984636426,0.00017015520827339415,12964114,26.783586740493774,1164.68212890625,,,
104,0.19818816609525433,0.00016861274352614585,12964114,27.134063482284546,1164.68212890625,,,
105,0.20099578778364016,0.0001670626798403424,12964114,26.85552215576172,1164.68212890625,0.809628851710803,18.78781208392658,11.650533068180069
106,0.19811177693365759,0.00016550528729389574,12964114,26.531646490097046,1166.39306640625,,,
107,0.19940683462967476,0.00016394083724167395,12964114,26.89602541923523,1166.43212890625,,,
108,0.19806632803132138,0.0001623696022682213,12964114,26.574376583099365,1166.43212890625,,,
109,0.19734262539229044,0.0001607918561402641,12964114,26.79102897644043,1166.43212890625,,,
110,0.19578703679144382,0.0001592078737590104,12964114,26.571744203567505,1166.43212890625,0.8079679298371625,19.03195997674443,12.100858673453331
111,0.19844573375303298,0.00015761793111225208,12964114,26.847899198532104,1165.15869140625,,,
112,0.1991069163971891,0.000156022305226278,12964114,26.97183346748352,1165.15869140625,,,
113,0.19795582443475723,0.00015442127411760531,12964114,26.768964290618896,1165.01806640625,,,
114,0.19218136001533517,0.0001528151167445393,12964114,26.68666958808899,1165.01806640625,,,
115,0.1979438851509864,0.00015120411295856833,12964114,27.127252340316772,1165.01806640625,0.8148510991990057,17.362133575485267,8.862215727567673
116,0.19770642878332487,0.00014958854345560352,12964114,27.055789470672607,1167.12744140625,,,
117,0.19515885622240603,0.0001479686897270713,12964114,27.216464042663574,1168.15869140625,,,
118,0.19781152549058356,0.00014634483401086717,12964114,26.835354328155518,1167.68994140625,,,
119,0.1940757748282825,0.0001447172592421797,12964114,26.86773991584778,1167.12744140625,,,
120,0.19230980949942023,0.00014308624900419257,12964114,27.763362646102905,1166.65087890625,0.8127287219333216,18.060622490390173,8.993902087211579
121,0.2006664265257617,0.00014145208747867418,12964114,27.068460702896118,1166.20556640625,,,
122,0.1949699828013157,0.00013981505939646285,12964114,26.81211519241333,1166.20556640625,,,
123,0.1952109191721926,0.00013817544998785596,12964114,26.508495569229126,1164.19775390625,,,
124,0.1952947850416725,0.00013653354493291275,12964114,27.07900905609131,1164.54931640625,,,
125,0.19753187153643617,0.00013488963031167808,12964114,26.838433265686035,1166.20556640625,0.8101111956927161,18.572974131428364,23.215046629309462
126,0.19661760256470492,0.0001332439925543369,12964114,26.649712324142456,1167.54931640625,,,
127,0.19687946750006327,0.0001315969183913078,12964114,26.57034730911255,1167.54931640625,,,
128,0.19191418355330825,0.00012994869480328368,12964114,26.71224594116211,1167.54931640625,,,
129,0.1924583753935662,0.00012829960897122955,12964114,26.592970371246338,1167.54931640625,,,
130,0.19415316288359463,0.00012664994822634488,12964114,26.47995924949646,1167.54931640625,0.8102068787655199,18.770214829458098,9.581500098109245
131,0.19645747387160858,0.000125,12964114,26.59913206100464,1164.99462890625,,,
