epoch,train_loss,lr,parameters,epoch_seconds,peak_memory_mb,val_dice_mean,val_avd_mean,val_hd95_mean
1,0.5371538298204541,0.0002999771542734587,5647300,15.74140453338623,535.3935546875,,,
2,0.34918607100844384,0.0002999086240528644,5647300,15.696227312088013,535.3935546875,,,
3,0.25370365735143424,0.0002997944302131861,5647300,15.826001167297363,536.2685546875,,,
4,0.2079325456172228,0.0002996346075389736,5647300,15.687517166137695,536.2685546875,,,
5,0.19165478497743607,0.0002994292047137618,5647300,15.665197134017944,536.2685546875,0.7943954616072596,12.488294523626701,18.86086579163869
6,0.17737691011279821,0.00029917828430524096,5647300,15.841032981872559,536.2685546875,,,
7,0.16847100276499988,0.00029888192274619827,5647300,15.72835111618042,536.2685546875,,,
8,0.1628366604447365,0.0002985402103112355,5647300,15.476803302764893,536.2685546875,,,
9,0.16699442211538554,0.00029815325108927063,5647300,16.053045511245728,536.2685546875,,,
10,0.1555188750848174,0.0002977211629518312,5647300,15.96261739730835,536.2685546875,0.8387390504770681,9.730331809833123,1.8049500783284504
11,0.15478539876639844,0.00029724407751714955,5647300,15.916102886199951,536.2685546875,,,
12,0.15208257660269736,0.0002967221401100708,5647300,15.526789903640747,536.2685546875,,,
13,0.15109467040747404,0.00029615550971778527,5647300,15.45157527923584,536.2685546875,,,
14,0.14721912946552038,0.0002955443589413994,5647300,15.710890531539917,536.2685546875,,,
15,0.14911853056401014,0.0002948888739433602,5647300,15.876065969467163,536.2685546875,0.8516888403457433,6.473840355394599,1.5424137512842815
16,0.1478663867339492,0.0002941892543907478,5647300,15.392421245574951,536.2685546875,,,
17,0.14396432787179947,0.0002934457133944553,5647300,15.596566677093506,536.2685546875,,,
18,0.14411327354609965,0.00029265847744427303,5647300,15.800720930099487,536.2685546875,,,
19,0.14370700865983962,0.00029182778633989753,5647300,15.37740683555603,536.2685546875,,,
20,0.1450950052589178,0.0002909538931178862,5647300,15.845646142959595,536.2685546875,0.8496970388444066,7.986460258397827,1.5424137512842815
21,0.14190652072429658,0.00029003706397458023,5647300,15.579867124557495,536.2685546875,,,
22,0.1419319100677967,0.0002890775781850181,5647300,15.923970699310303,536.2685546875,,,
23,0.14044669233262538,0.00028807572801786604,5647300,15.85330867767334,536.2685546875,,,
24,0.14092931784689428,0.0002870318186463901,5647300,16.21065044403076,536.2685546875,,,
25,0.1385534668341279,0.0002859461680554975,5647300,16.07883882522583,536.2685546875,0.8474241636660215,8.018635760055966,1.6178240776062012
26,0.1393965868279338,0.00028481910694487506,5647300,16.079346418380737,536.2685546875,,,
27,0.14017918687313796,0.0002836509786282552,5647300,15.95030164718628,536.2685546875,,,
28,0.1353654308244586,0.00028244213892883907,5647300,15.65973448753357,536.2685546875,,,
29,0.1359757214784622,0.0002811929560709094,5647300,15.861025333404541,536.2685546875,,,
30,0.13450942914932967,0.00027990381056766585,5647300,15.881922960281372,536.2685546875,0.813940299626741,12.097190784840777,22.735236199696278
31,0.13523595482110978,0.0002785750951053169,5647300,15.443490266799927,536.2685546875,,,
