epoch,train_loss,lr,parameters,epoch_seconds,peak_memory_mb,val_dice_mean,val_avd_mean,val_hd95_mean,experiment,fold
43,0.1320540588349104,0.0002597030552428,5647300.0,15.632904529571531,536.2685546875,,,,ablation_a1_fg_aug,fold_2
44,0.1291903354227543,0.0002579009700507,5647300.0,15.577103614807127,536.2685546875,,,,ablation_a1_fg_aug,fold_2
45,0.1323097510263323,0.0002560660171779,5647300.0,15.735177278518677,536.2685546875,0.8595605222285885,10.293529540427484,1.222969690958659,ablation_a1_fg_aug,fold_2
46,0.1313192522153258,0.0002541987555688,5647300.0,15.450288772583008,536.2685546875,,,,ablation_a1_fg_aug,fold_2
47,0.1322852743789553,0.0002522997540093,5647300.0,16.15534520149231,536.2685546875,,,,ablation_a1_fg_aug,fold_2
48,0.1301328618079424,0.0002503695909538,5647300.0,16.03680729866028,536.2685546875,,,,ablation_a1_fg_aug,fold_2
49,0.1307452159002423,0.0002484088543485,5647300.0,15.897634506225586,536.2685546875,,,,ablation_a1_fg_aug,fold_2
50,0.129520757868886,0.0002464181414529,5647300.0,16.114757299423218,536.2685546875,0.8590805550231089,10.558598561248552,1.222969690958659,ablation_a1_fg_aug,fold_2
51,0.1282269330695271,0.0002443980586574,5647300.0,15.70632266998291,536.2685546875,,,,ablation_a1_fg_aug,fold_2
52,0.1278121342882514,0.0002423492212988,5647300.0,15.914426803588867,536.2685546875,,,,ablation_a1_fg_aug,fold_2
53,0.1280055556446314,0.0002402722534728,5647300.0,15.766658306121826,536.2685546875,,,,ablation_a1_fg_aug,fold_2
54,0.1259865334257483,0.0002381677878438,5647300.0,15.55872917175293,536.2685546875,,,,ablation_a1_fg_aug,fold_2
55,0.1301325846463442,0.0002360364654526,5647300.0,15.932149171829224,536.2685546875,0.861127542455968,10.251704894100971,1.222969690958659,ablation_a1_fg_aug,fold_2
56,0.1274771826341748,0.0002338789355206,5647300.0,15.645391941070557,536.2685546875,,,,ablation_a1_fg_aug,fold_2
57,0.1254480071365833,0.0002316958552522,5647300.0,15.383058547973633,536.2685546875,,,,ablation_a1_fg_aug,fold_2
58,0.1272039411589503,0.0002294878896349,5647300.0,15.932748794555664,536.2685546875,,,,ablation_a1_fg_aug,fold_2
59,0.1319088915362954,0.0002272557112365,5647300.0,15.902285814285278,536.2685546875,,,,ablation_a1_fg_aug,fold_2
60,0.1283814202994108,0.000225,5647300.0,15.66702938079834,536.2685546875,0.8623578342351416,9.172951156810669,1.4100958903630574,ablation_a1_fg_aug,fold_2
61,0.1267164338380098,0.0002227214430369,5647300.0,15.923878908157349,536.2685546875,,,,ablation_a1_fg_aug,fold_2
62,0.1240534985437989,0.0002204207344178,5647300.0,15.726266622543337,536.2685546875,,,,ablation_a1_fg_aug,fold_2
63,0.1274264654144644,0.0002180985749609,5647300.0,16.219316244125366,536.2685546875,,,,ablation_a1_fg_aug,fold_2
64,0.1269351117312908,0.0002157556720183,5647300.0,15.435258626937866,536.2685546875,,,,ablation_a1_fg_aug,fold_2
65,0.1269073011353612,0.0002133927392611,5647300.0,15.63122034072876,536.2685546875,0.8627175535770256,8.453541932012483,1.222969690958659,ablation_a1_fg_aug,fold_2
66,0.1250267650932073,0.0002110104964613,5647300.0,15.771036386489868,536.2685546875,,,,ablation_a1_fg_aug,fold_2
67,0.1257215173915028,0.0002086096692733,5647300.0,15.572083234786987,536.2685546875,,,,ablation_a1_fg_aug,fold_2
68,0.1279970843344927,0.0002061909890123,5647300.0,16.016965627670288,536.2685546875,,,,ablation_a1_fg_aug,fold_2
69,0.1256947394460439,0.0002037551924317,5647300.0,15.385205268859863,536.2685546875,,,,ablation_a1_fg_aug,fold_2
70,0.1245154645293951,0.0002013030214988,5647300.0,15.538370370864868,536.2685546875,0.8589480103270263,11.554330779251254,1.222969690958659,ablation_a1_fg_aug,fold_2
71,0.1234486188739538,0.0001988352231685,5647300.0,15.736450910568236,536.2685546875,,,,ablation_a1_fg_aug,fold_2
72,0.1265870628878474,0.0001963525491562,5647300.0,16.049518585205078,536.2685546875,,,,ablation_a1_fg_aug,fold_2
73,0.1269359853118658,0.0001938557557084,5647300.0,15.802190065383911,536.2685546875,,,,ablation_a1_fg_aug,fold_2
74,0.1250812651589513,0.0001913456033725,5647300.0,15.8324077129364,536.2685546875,,,,ablation_a1_fg_aug,fold_2
75,0.125265360251069,0.0001888228567653,5647300.0,15.568705081939695,536.2685546875,0.8583673614918332,12.037498065965176,1.54241410891215,ablation_a1_fg_aug,fold_2
76,0.1253622446209192,0.0001862882843399,5647300.0,16.058185577392578,536.2685546875,,,,ablation_a1_fg_aug,fold_2
77,0.1240280153229832,0.0001837426581515,5647300.0,15.81311821937561,536.2685546875,,,,ablation_a1_fg_aug,fold_2
78,0.1268261563032865,0.0001811867536226,5647300.0,16.07454204559326,536.2685546875,,,,ablation_a1_fg_aug,fold_2
79,0.1257946882396936,0.0001786213493064,5647300.0,15.766985893249512,536.2685546875,,,,ablation_a1_fg_aug,fold_2
80,0.1245996739715337,0.00017604722665,5647300.0,15.78749179840088,536.2685546875,0.8638309231876028,9.551047693688224,1.222969690958659,ablation_a1_fg_aug,fold_2
81,0.1261529810726642,0.000173465169756,5647300.0,16.084620475769043,536.2685546875,,,,ablation_a1_fg_aug,fold_2
82,0.1251249466091394,0.000170875965144,5647300.0,15.94914937019348,536.2685546875,,,,ablation_a1_fg_aug,fold_2
83,0.1291061766445636,0.0001682804015107,5647300.0,15.773555278778076,536.2685546875,,,,ablation_a1_fg_aug,fold_2
84,0.1245571298524737,0.0001656792694901,5647300.0,16.514169216156006,536.2685546875,,,,ablation_a1_fg_aug,fold_2
85,0.1229412954300642,0.0001630733614121,5647300.0,15.803648710250854,536.2685546875,0.8615483580448152,10.541183107573636,1.222969690958659,ablation_a1_fg_aug,fold_2
86,0.1219117321074008,0.0001604634710616,5647300.0,15.952839374542236,536.2685546875,,,,ablation_a1_fg_aug,fold_2
87,0.1245495524257421,0.0001578503934364,5647300.0,15.82006025314331,536.2685546875,,,,ablation_a1_fg_aug,fold_2
88,0.1211769627407193,0.0001552349245053,5647300.0,15.546729564666748,536.2685546875,,,,ablation_a1_fg_aug,fold_2
89,0.1244147930294275,0.0001526178609655,5647300.0,15.726892709732056,536.2685546875,,,,ablation_a1_fg_aug,fold_2
90,0.1241131540387869,0.00015,5647300.0,16.04913020133972,536.2685546875,0.8616031447718152,9.226588297643085,1.222969690958659,ablation_a1_fg_aug,fold_2
91,0.1236075490713119,0.0001473821390344,5647300.0,16.355641841888428,536.2685546875,,,,ablation_a1_fg_aug,fold_2
92,0.1217764008790254,0.0001447650754946,5647300.0,15.707078218460085,536.2685546875,,,,ablation_a1_fg_aug,fold_2
93,0.125332311540842,0.0001421496065635,5647300.0,15.88536810874939,536.2685546875,,,,ablation_a1_fg_aug,fold_2
94,0.1234501941129565,0.0001395365289383,5647300.0,16.123472929000854,536.2685546875,,,,ablation_a1_fg_aug,fold_2
95,0.1207523465156555,0.0001369266385878,5647300.0,15.816586256027222,536.2685546875,0.8573527147964302,9.98261665122531,1.4100958903630574,ablation_a1_fg_aug,fold_2
96,0.1265763875097036,0.0001343207305098,5647300.0,15.7468364238739,536.2685546875,,,,ablation_a1_fg_aug,fold_2
97,0.1211302239447832,0.0001317195984892,5647300.0,16.232572317123413,536.2685546875,,,,ablation_a1_fg_aug,fold_2
98,0.1201782444491982,0.0001291240348559,5647300.0,15.864410638809204,536.2685546875,,,,ablation_a1_fg_aug,fold_2
99,0.1205116042867302,0.0001265348302439,5647300.0,15.497779369354248,536.2685546875,,,,ablation_a1_fg_aug,fold_2
100,0.1215128906071186,0.0001239527733499,5647300.0,16.159650802612305,536.2685546875,0.8599988275085408,10.1028407326704,1.222969690958659,ablation_a1_fg_aug,fold_2
101,0.1194517320021986,0.0001213786506935,5647300.0,15.537840127944946,536.2685546875,,,,ablation_a1_fg_aug,fold_2
102,0.1190673097968101,0.0001188132463773,5647300.0,15.732853651046751,536.2685546875,,,,ablation_a1_fg_aug,fold_2
103,0.1230283861979842,0.0001162573418484,5647300.0,16.070372104644775,536.2685546875,,,,ablation_a1_fg_aug,fold_2
104,0.1197042932733893,0.00011371171566,5647300.0,15.824061155319214,536.2685546875,,,,ablation_a1_fg_aug,fold_2
105,0.1190799487754702,0.0001111771432346,5647300.0,15.6338791847229,536.2685546875,0.8591908193817835,12.611061862313584,1.3552879095077517,ablation_a1_fg_aug,fold_2
106,0.1197051400318741,0.0001086543966274,5647300.0,16.053383827209473,536.2685546875,,,,ablation_a1_fg_aug,fold_2
107,0.1200636563822627,0.0001061442442915,5647300.0,15.710733652114868,536.2685546875,,,,ablation_a1_fg_aug,fold_2
108,0.1208270078524947,0.0001036474508437,5647300.0,16.095105171203613,536.2685546875,,,,ablation_a1_fg_aug,fold_2
109,0.1216574106365442,0.0001011647768314,5647300.0,16.245813369750977,536.2685546875,,,,ablation_a1_fg_aug,fold_2
110,0.1225410824641585,9.86969785011497e-05,5647300.0,15.940513849258425,536.2685546875,0.8641115587304675,9.861129789399977,1.222969690958659,ablation_a1_fg_aug,fold_2
111,0.1197062687948346,9.624480756820496e-05,5647300.0,16.233057737350464,536.2685546875,,,,ablation_a1_fg_aug,fold_2
112,0.1198424614965915,9.38090109876132e-05,5647300.0,15.972821235656738,536.2685546875,,,,ablation_a1_fg_aug,fold_2
113,0.1203777967020869,9.139033072660896e-05,5647300.0,16.196781158447266,536.2685546875,,,,ablation_a1_fg_aug,fold_2
114,0.1200662050396204,8.898950353862999e-05,5647300.0,15.717103242874146,536.2685546875,,,,ablation_a1_fg_aug,fold_2
115,0.1194645281881094,8.660726073889511e-05,5647300.0,15.894121646881104,536.2685546875,0.8565604679620643,11.797791655902245,1.54241410891215,ablation_a1_fg_aug,fold_2
116,0.1202919634059071,8.424432798163838e-05,5647300.0,15.62249207496643,536.2685546875,,,,ablation_a1_fg_aug,fold_2
117,0.1200652187690138,8.190142503906799e-05,5647300.0,15.68560028076172,536.2685546875,,,,ablation_a1_fg_aug,fold_2
118,0.1204531596973538,7.957926558211643e-05,5647300.0,16.033071756362915,536.2685546875,,,,ablation_a1_fg_aug,fold_2
119,0.1186264622956514,7.727855696304945e-05,5647300.0,15.955769062042236,536.2685546875,,,,ablation_a1_fg_aug,fold_2
120,0.1190011747181415,7.500000000000003e-05,5647300.0,15.702762126922607,536.2685546875,0.8620985316468398,10.759934800484269,1.222969690958659,ablation_a1_fg_aug,fold_2
121,0.1190853465348482,7.274428876349186e-05,5647300.0,15.500736236572266,536.2685546875,,,,ablation_a1_fg_aug,fold_2
122,0.1188678449019789,7.051211036501928e-05,5647300.0,15.835986614227297,536.2685546875,,,,ablation_a1_fg_aug,fold_2
123,0.1197316654026508,6.830414474774594e-05,5647300.0,15.978060007095335,536.2685546875,,,,ablation_a1_fg_aug,fold_2
124,0.120604090206325,6.6121064479388e-05,5647300.0,15.780677556991575,536.2685546875,,,,ablation_a1_fg_aug,fold_2
125,0.1202655933797359,6.396353454734313e-05,5647300.0,15.999873638153076,536.2685546875,0.8600131530910903,9.129221509252018,1.4100958903630574,ablation_a1_fg_aug,fold_2
126,0.1185799608007073,6.183221215612905e-05,5647300.0,15.430278778076172,536.2685546875,,,,ablation_a1_fg_aug,fold_2
127,0.1185070322826504,5.972774652719274e-05,5647300.0,16.27786898612976,536.2685546875,,,,ablation_a1_fg_aug,fold_2
128,0.1180950799956917,5.765077870115126e-05,5647300.0,15.802151679992676,536.2685546875,,,,ablation_a1_fg_aug,fold_2
129,0.1155499251559376,5.560194134252441e-05,5647300.0,15.365755796432495,536.2685546875,,,,ablation_a1_fg_aug,fold_2
130,0.121484175696969,5.3581858547019096e-05,5647300.0,16.012261390686035,536.2685546875,0.8615639578662472,10.5797272078008,1.222969690958659,ablation_a1_fg_aug,fold_2
131,0.1191185852512717,5.159114565142388e-05,5647300.0,16.139005661010742,536.2685546875,,,,ablation_a1_fg_aug,fold_2
132,0.1197554364800453,4.963040904617127e-05,5647300.0,15.959419012069702,536.2685546875,,,,ablation_a1_fg_aug,fold_2
133,0.1198960933834314,4.770024599062525e-05,5647300.0,16.001091957092285,536.2685546875,,,,ablation_a1_fg_aug,fold_2
134,0.1186980588361621,4.580124443115045e-05,5647300.0,15.6106059551239,536.2685546875,,,,ablation_a1_fg_aug,fold_2
135,0.1179513543844223,4.393398282201788e-05,5647300.0,15.912330627441406,536.2685546875,0.8606952342292465,10.863666101907834,1.222969690958659,ablation_a1_fg_aug,fold_2
136,0.1207623226568102,4.209902994920232e-05,5647300.0,16.200113534927368,536.2685546875,,,,ablation_a1_fg_aug,fold_2
137,0.1210459167137742,4.029694475712443e-05,5647300.0,16.290383100509644,536.2685546875,,,,ablation_a1_fg_aug,fold_2
138,0.1192819638177752,3.8528276178390895e-05,5647300.0,15.629570484161375,536.2685546875,,,,ablation_a1_fg_aug,fold_2
139,0.118173774331808,3.67935629665842e-05,5647300.0,15.849952459335327,536.2685546875,,,,ablation_a1_fg_aug,fold_2
140,0.1185562470927834,3.509333353215332e-05,5647300.0,15.843406915664673,536.2685546875,0.8616189914372828,11.14020839643412,1.222969690958659,ablation_a1_fg_aug,fold_2
141,0.1206503462046384,3.34281057814544e-05,5647300.0,15.749146699905396,536.2685546875,,,,ablation_a1_fg_aug,fold_2
142,0.1175107527524232,3.1798386958991714e-05,5647300.0,15.453246593475342,536.2685546875,,,,ablation_a1_fg_aug,fold_2
143,0.1168298754841089,3.0204673492906055e-05,5647300.0,15.673974752426147,536.2685546875,,,,ablation_a1_fg_aug,fold_2
144,0.1167529547587037,2.8647450843757897e-05,5647300.0,15.641058206558228,536.2685546875,,,,ablation_a1_fg_aug,fold_2
145,0.1180238662287593,2.7127193356651263e-05,5647300.0,16.184449434280396,536.2685546875,0.8609336398361829,11.524172506820568,1.222969690958659,ablation_a1_fg_aug,fold_2
146,0.1188697459176182,2.564436411674376e-05,5647300.0,16.106606006622314,536.2685546875,,,,ablation_a1_fg_aug,fold_2
147,0.1181595090776681,2.419941480818638e-05,5647300.0,15.846859216690063,536.2685546875,,,,ablation_a1_fg_aug,fold_2
148,0.1178058471530675,2.279278557653611e-05,5647300.0,15.969067573547363,536.2685546875,,,,ablation_a1_fg_aug,fold_2
149,0.1179384866729378,2.142490489468317e-05,5647300.0,15.792242288589478,536.2685546875,,,,ablation_a1_fg_aug,fold_2
150,0.1172761369496584,2.00961894323342e-05,5647300.0,15.903472423553469,536.2685546875,0.8609890488881669,11.163091709506311,1.222969690958659,ablation_a1_fg_aug,fold_2
151,0.1181319901719689,1.880704392909064e-05,5647300.0,15.679960250854492,536.2685546875,,,,ablation_a1_fg_aug,fold_2
152,0.1173171393573284,1.7557861071160986e-05,5647300.0,16.0766019821167,536.2685546875,,,,ablation_a1_fg_aug,fold_2
153,0.1179780727252364,1.6349021371744834e-05,5647300.0,15.86094069480896,536.2685546875,,,,ablation_a1_fg_aug,fold_2
154,0.1192273762077093,1.5180893055124945e-05,5647300.0,16.04563546180725,536.2685546875,,,,ablation_a1_fg_aug,fold_2
155,0.117462464980781,1.405383194450251e-05,5647300.0,15.986276626586914,536.2685546875,0.8613720991726712,10.76397296897719,1.222969690958659,ablation_a1_fg_aug,fold_2
156,0.1193561660125851,1.2968181353609886e-05,5647300.0,15.764639616012571,536.2685546875,,,,ablation_a1_fg_aug,fold_2
157,0.1179799096658825,1.1924271982133977e-05,5647300.0,15.980191946029665,536.2685546875,,,,ablation_a1_fg_aug,fold_2
158,0.116702003031969,1.0922421814981905e-05,5647300.0,15.66120195388794,536.2685546875,,,,ablation_a1_fg_aug,fold_2
159,0.1181245412677526,9.962936025419738e-06,5647300.0,15.90167474746704,536.2685546875,,,,ablation_a1_fg_aug,fold_2
160,0.1162937441840767,9.046106882113751e-06,5647300.0,15.966992139816284,536.2685546875,0.8614901317772622,10.831460160869204,1.222969690958659,ablation_a1_fg_aug,fold_2
161,0.1184729699045419,8.17221366010249e-06,5647300.0,15.88940954208374,536.2685546875,,,,ablation_a1_fg_aug,fold_2
162,0.1199184581637382,7.34152255572697e-06,5647300.0,15.819116592407228,536.2685546875,,,,ablation_a1_fg_aug,fold_2
163,0.1160139979794621,6.554286605544684e-06,5647300.0,15.495496034622192,536.2685546875,,,,ablation_a1_fg_aug,fold_2
164,0.1172718033194542,5.810745609252199e-06,5647300.0,15.667672157287598,536.2685546875,,,,ablation_a1_fg_aug,fold_2
165,0.1176860464736819,5.11112605663977e-06,5647300.0,16.153342723846436,536.2685546875,0.8615466684612838,10.641711995991097,1.222969690958659,ablation_a1_fg_aug,fold_2
166,0.1185407631099224,4.455641058600529e-06,5647300.0,16.134195566177368,536.2685546875,,,,ablation_a1_fg_aug,fold_2
167,0.1184319349005818,3.844490282214713e-06,5647300.0,15.954667091369627,536.2685546875,,,,ablation_a1_fg_aug,fold_2
168,0.1191122014075517,3.2778598899291465e-06,5647300.0,15.782277345657349,536.2685546875,,,,ablation_a1_fg_aug,fold_2
169,0.1167480669915676,2.7559224828504035e-06,5647300.0,15.771332502365112,536.2685546875,,,,ablation_a1_fg_aug,fold_2
170,0.1167125387117266,2.278837048168797e-06,5647300.0,15.86054277420044,536.2685546875,0.8613296342795339,10.802442207605688,1.222969690958659,ablation_a1_fg_aug,fold_2
171,0.1174508282914757,1.846748910729351e-06,5647300.0,15.848610162734984,536.2685546875,,,,ablation_a1_fg_aug,fold_2
172,0.1179338963702321,1.4597896887644623e-06,5647300.0,15.743257522583008,536.2685546875,,,,ablation_a1_fg_aug,fold_2
173,0.1172843156382441,1.1180772538017026e-06,5647300.0,15.636451721191406,536.2685546875,,,,ablation_a1_fg_aug,fold_2
174,0.1176048219203949,8.217156947590066e-07,5647300.0,16.058579683303833,536.2685546875,,,,ablation_a1_fg_aug,fold_2
175,0.1164311677217483,5.707952862381682e-07,5647300.0,15.93165898323059,536.2685546875,0.8614715389405179,10.898020289866231,1.222969690958659,ablation_a1_fg_aug,fold_2
176,0.1194153213873505,3.653924610263704e-07,5647300.0,15.765508890151978,536.2685546875,,,,ablation_a1_fg_aug,fold_2
177,0.1171187011525034,2.0556978681392505e-07,5647300.0,15.656862020492554,536.2685546875,,,,ablation_a1_fg_aug,fold_2
178,0.1175128694623708,9.13759471356357e-08,5647300.0,15.762659788131714,536.2685546875,,,,ablation_a1_fg_aug,fold_2
179,0.1171953165903687,2.2845726541309564e-08,5647300.0,15.445796012878418,536.2685546875,,,,ablation_a1_fg_aug,fold_2
180,0.1177652360871434,0.0,5647300.0,15.622289896011353,536.2685546875,0.8614103394190495,10.891627295047057,1.222969690958659,ablation_a1_fg_aug,fold_2
1,0.5371538298204541,0.0002999771542734,5647300.0,15.74140453338623,535.3935546875,,,,ablation_a1_fg_aug,fold_1
2,0.3491860710084438,0.0002999086240528,5647300.0,15.696227312088013,535.3935546875,,,,ablation_a1_fg_aug,fold_1
3,0.2537036573514342,0.0002997944302131,5647300.0,15.826001167297363,536.2685546875,,,,ablation_a1_fg_aug,fold_1
4,0.2079325456172228,0.0002996346075389,5647300.0,15.687517166137695,536.2685546875,,,,ablation_a1_fg_aug,fold_1
5,0.191654784977436,0.0002994292047137,5647300.0,15.665197134017944,536.2685546875,0.7943954616072596,12.4882945236267,18.86086579163869,ablation_a1_fg_aug,fold_1
6,0.1773769101127982,0.0002991782843052,5647300.0,15.84103298187256,536.2685546875,,,,ablation_a1_fg_aug,fold_1
7,0.1684710027649998,0.0002988819227461,5647300.0,15.72835111618042,536.2685546875,,,,ablation_a1_fg_aug,fold_1
8,0.1628366604447365,0.0002985402103112,5647300.0,15.476803302764893,536.2685546875,,,,ablation_a1_fg_aug,fold_1
9,0.1669944221153855,0.0002981532510892,5647300.0,16.053045511245728,536.2685546875,,,,ablation_a1_fg_aug,fold_1
10,0.1555188750848174,0.0002977211629518,5647300.0,15.96261739730835,536.2685546875,0.8387390504770681,9.730331809833125,1.8049500783284504,ablation_a1_fg_aug,fold_1
11,0.1547853987663984,0.0002972440775171,5647300.0,15.916102886199951,536.2685546875,,,,ablation_a1_fg_aug,fold_1
12,0.1520825766026973,0.00029672214011,5647300.0,15.526789903640749,536.2685546875,,,,ablation_a1_fg_aug,fold_1
13,0.151094670407474,0.0002961555097177,5647300.0,15.45157527923584,536.2685546875,,,,ablation_a1_fg_aug,fold_1
14,0.1472191294655203,0.0002955443589413,5647300.0,15.710890531539915,536.2685546875,,,,ablation_a1_fg_aug,fold_1
15,0.1491185305640101,0.0002948888739433,5647300.0,15.876065969467165,536.2685546875,0.8516888403457433,6.473840355394599,1.5424137512842817,ablation_a1_fg_aug,fold_1
16,0.1478663867339492,0.0002941892543907,5647300.0,15.392421245574951,536.2685546875,,,,ablation_a1_fg_aug,fold_1
17,0.1439643278717994,0.0002934457133944,5647300.0,15.596566677093506,536.2685546875,,,,ablation_a1_fg_aug,fold_1
18,0.1441132735460996,0.0002926584774442,5647300.0,15.800720930099487,536.2685546875,,,,ablation_a1_fg_aug,fold_1
19,0.1437070086598396,0.0002918277863398,5647300.0,15.37740683555603,536.2685546875,,,,ablation_a1_fg_aug,fold_1
20,0.1450950052589178,0.0002909538931178,5647300.0,15.845646142959597,536.2685546875,0.8496970388444066,7.986460258397827,1.5424137512842817,ablation_a1_fg_aug,fold_1
21,0.1419065207242965,0.0002900370639745,5647300.0,15.579867124557495,536.2685546875,,,,ablation_a1_fg_aug,fold_1
22,0.1419319100677967,0.000289077578185,5647300.0,15.923970699310305,536.2685546875,,,,ablation_a1_fg_aug,fold_1
23,0.1404466923326253,0.0002880757280178,5647300.0,15.85330867767334,536.2685546875,,,,ablation_a1_fg_aug,fold_1
24,0.1409293178468942,0.0002870318186463,5647300.0,16.21065044403076,536.2685546875,,,,ablation_a1_fg_aug,fold_1
25,0.1385534668341279,0.0002859461680554,5647300.0,16.07883882522583,536.2685546875,0.8474241636660215,8.018635760055966,1.6178240776062012,ablation_a1_fg_aug,fold_1
26,0.1393965868279338,0.0002848191069448,5647300.0,16.079346418380737,536.2685546875,,,,ablation_a1_fg_aug,fold_1
27,0.1401791868731379,0.0002836509786282,5647300.0,15.95030164718628,536.2685546875,,,,ablation_a1_fg_aug,fold_1
